Date,Close,High,Low,Open,Volume
2015-03-03,175.83265686035156,176.60721999893983,174.96649170855645,176.1241617131455,110325800
2015-03-04,175.09141540527344,175.30796622488853,174.11697484214986,175.23299948281638,114497200
2015-03-05,175.282958984375,175.56612710301118,174.7749160852314,175.4162063465463,76873000
2015-03-06,172.81768798828125,174.84985946109856,172.48455054057112,174.41677061237215,188128000
2015-03-09,173.53399658203125,173.8921188094777,172.85938478920772,173.01762957189626,89818900
2015-03-10,170.71890258789062,172.24303133627225,170.67725722590376,172.15975332067873,157121300
2015-03-11,170.31915283203125,171.15200932509742,170.235862099372,170.97710386986563,110145700
2015-03-12,172.4845733642578,172.55119069591163,170.90213850729447,170.9521078602252,93993500
2015-03-13,171.42684936523438,173.17584033353253,170.38577877396835,172.20973648320742,162410900
2015-03-16,173.71719360351562,173.80880831804816,171.45182312451158,172.159756164843,136099200
2015-03-17,173.20082092285156,173.58392774659123,172.38461250841834,172.97594613859914,94510400
2015-03-18,175.282958984375,175.95757061751755,172.08478083304846,172.72608380274312,228808500
2015-03-19,174.48341369628906,175.29128541121912,174.0919701763382,174.86653322735714,117917300
2015-03-20,176.02352905273438,176.5338396762294,175.25388254543302,175.43792983686438,177715100
2015-03-23,175.68057250976562,176.6091703322073,175.68057250976562,176.0319321229721,71784500
2015-03-24,174.6934051513672,176.01518096173757,174.62647769329277,175.5550754307756,77805300
2015-03-25,172.13348388671875,175.13679463627102,172.09166539340015,174.9025549072123,159521700
2015-03-26,171.7235870361328,172.64381098328403,170.76151906147723,171.46425108043465,153067200
2015-03-27,172.11676025390625,172.2924336667771,171.4140283070996,171.6064495413399,118939000
2015-03-30,174.21656799316406,174.51773519993907,173.13739294853366,173.1541152407761,96180400
2015-03-31,172.69398498535156,174.09107496281166,172.6354314363264,173.38834301875565,126768700
2015-04-01,172.0832977294922,172.68563213039658,171.0877724623,172.66053592745126,137303600
2015-04-02,172.7023468017578,173.15409116655843,171.8323026519915,172.01634996193795,86900900
2015-04-06,173.86521911621094,174.3838910401443,171.67339877689582,171.80724094864323,114368200
2015-04-07,173.40509033203125,174.64321651080544,173.3716329823816,173.89030487515691,81236300
2015-04-08,173.99063110351562,174.4340142364529,173.23771972138556,173.63091046419473,89351900
2015-04-09,174.7603302001953,174.99456993478248,173.32979559004568,173.82337126184663,85548900
2015-04-10,175.71401977539062,175.75585103375212,174.8105309733427,175.01130058930542,72722900
2015-04-13,174.91928100585938,176.20761230883235,174.86908860069826,175.57180780317,74436600
2015-04-14,175.25390625,175.4379535663253,174.09106880509404,174.71849935662834,75099900
2015-04-15,176.04029846191406,176.55060922200465,175.63874642999144,175.72240895398357,99529300
2015-04-16,175.99005126953125,176.500361870767,175.50483686465913,175.70561920067325,68934900
2015-04-17,173.96559143066406,175.03640531832346,173.17920968954672,174.79380443218076,191113200
2015-04-20,175.55506896972656,175.8896934826758,174.8105185780736,174.89416832375747,92189500
2015-04-21,175.34596252441406,176.4000414516232,175.04479529305294,176.24109030658406,72559800
2015-04-22,176.2075653076172,176.39161258752097,174.7602832642734,175.68888080738623,78264600
2015-04-23,176.6510009765625,177.30352779382744,175.68893304282474,175.8060529134849,102585900
2015-04-24,177.06094360351562,177.32865350391808,176.60919910297477,177.06931751609736,61327400
2015-04-27,176.32472229003906,177.75525681735834,176.13230106089898,177.62977581149084,79358100
2015-04-28,176.8852081298828,176.93540052733172,175.12003648399406,176.29960888446843,86863500
2015-04-29,176.15748596191406,176.75980781482338,175.34600773388726,175.99016086182007,125684900
2015-04-30,174.39222717285156,175.9733515722599,173.6894952891427,175.58016075861437,161304900
2015-05-01,176.28289794921875,176.3247292078516,175.07822918519778,175.17861399383023,103399700
2015-05-04,176.78482055664062,177.37041979285175,176.60077325881628,176.7095191965445,70927200
2015-05-05,174.7603302001953,176.90197069016222,174.6181141302751,176.54223717733385,113326200
2015-05-06,174.04087829589844,175.62200290832195,172.97006441897184,175.31247456166437,135060200
2015-05-07,174.7352294921875,175.1618904560552,173.60586210778507,173.9404866442507,88244900
2015-05-08,177.0357666015625,177.2365489352326,176.33304758137436,176.41671007834643,155877300
2015-05-11,176.1908721923828,177.26168602209617,176.11558358680324,176.9939889472217,75708100
2015-05-12,175.6637725830078,176.2075532418901,174.52603164201105,175.35424434486657,119727600
2015-05-13,175.6973114013672,176.70119785602358,175.46307165411767,176.07376722622473,94667900
2015-05-14,177.52938842773438,177.62141208573615,176.44183958728814,176.71791056129345,95934000
2015-05-15,177.72178649902344,177.86400255032882,177.23657203657223,177.72178649902344,76510100
2015-05-18,178.27394104003906,178.52490305122956,177.4875593646892,177.55448682270912,74549700
2015-05-19,178.2154541015625,178.66721145312536,177.93102185212697,178.39114035275097,72114600
2015-05-20,178.08985900878906,178.84277042581908,177.77195683643623,178.31572477483513,76857500
2015-05-21,178.60861206054688,178.81775563438828,177.78039891269512,177.9477239838568,64764600
2015-05-22,178.18191528320312,178.64202080837387,178.11498782597113,178.2237337745043,57433500
2015-05-26,176.2661590576172,178.11499342205528,175.8478720106057,177.6883324644347,124308600
2015-05-27,177.93927001953125,178.1735096956445,176.31631457424305,176.7262403899937,93214000
2015-05-28,177.7385711669922,177.84731713945925,177.04421300613453,177.62981242941507,74974600
2015-05-29,176.63426208496094,177.71343710082385,176.36656500002388,177.671618606224,124919600
2015-06-01,176.99398803710938,177.63814090167725,176.19923243194117,177.3035163685279,93338800
2015-06-02,176.81832885742188,177.5126869965773,175.9064660150204,176.5338966843056,91531000
2015-06-03,177.2867889404297,177.91421954091186,176.79321326500968,177.35371640296077,87820900
2015-06-04,175.7893524169922,177.23662230497345,175.47145011502366,176.5757342596869,151882800
2015-06-05,175.48814392089844,176.1657668662336,174.82724326586523,175.63872112425867,121704700
2015-06-08,174.408935546875,175.52995435437154,174.3336469541261,175.3793644037682,89063300
2015-06-09,174.38388061523438,174.92766147679112,173.74808885083718,174.38388061523438,105034700
2015-06-10,176.475341796875,176.8601715822885,175.09499934104514,175.15355290278237,134551300
2015-06-11,177.044189453125,177.42900640932535,176.68445593482465,176.91869567297488,73876400
2015-06-12,175.68894958496094,176.91871472523638,175.41287855703078,176.21599543511033,135382400
2015-06-15,174.93601989746094,175.22045204301443,173.8317358992766,174.54282902826878,124384200
2015-06-16,175.88967895507812,175.9733414589588,174.6097217893602,174.78539517636142,85308200
2015-06-17,176.1741180419922,176.78482626134638,175.14513558193775,176.1741180419922,126708600
2015-06-18,178.0062713623047,178.47475090901557,176.20764179580178,176.7765061696335,165867900
2015-06-19,177.2160186767578,177.83809935991428,176.83773174298938,177.76244453860045,130478700
2015-06-22,178.1239471435547,178.71239501635898,177.91378627275304,178.14076360483526,70696000
2015-06-23,178.25001525878906,178.58628030448224,177.8549246742994,178.33408472701234,68476800
2015-06-24,176.95547485351562,178.35934810287532,176.9302565721118,177.98106105461486,92307300
2015-06-25,176.4174346923828,177.58592857322034,176.34177986051301,177.45983718677067,97107400
2015-06-26,176.38372802734375,177.02261211711925,175.82890054487842,176.7788184533717,104174800
2015-06-29,172.68496704101562,176.39220754257474,172.60931221295124,174.89586330503303,202621300
2015-06-30,173.0464630126953,174.28220993678866,172.5672900788952,174.23176055386128,182925100
2015-07-01,174.43350219726562,174.87904216465373,173.6432953638754,174.62684658398874,135979900
2015-07-02,174.27378845214844,175.08081179369205,173.85346673466134,174.91268567213737,104373700
2015-07-06,173.77781677246094,174.5596090318326,172.77744900446402,172.97920805230243,117975400
2015-07-07,174.8706512451172,174.99674262970663,171.58373233000987,173.97957125481616,173820200
2015-07-08,171.9368133544922,173.81144476052341,171.7014342015915,173.52562905017282,164020100
2015-07-09,172.24783325195312,174.30741991214194,172.13855832881873,174.04680967463503,144113100
2015-07-10,174.41671752929688,174.83703929795146,172.2898904060808,174.25699320485572,129456900
2015-07-13,176.3417510986328,176.45102600666576,175.6440156106116,175.6860503416392,106069400
2015-07-14,177.10675048828125,177.41779727779297,176.24088878736077,176.29973998412268,81709600
2015-07-15,177.04786682128906,177.6110962322485,176.56869403494,177.14873990170048,97914100
2015-07-16,178.46861267089844,178.46861267089844,177.86334834149136,178.1071293057685,106683300
2015-07-17,178.61993408203125,178.6787852863265,178.04830263734667,178.46020975860398,89030000
2015-07-20,178.71237182617188,179.20834833837614,178.39293606650128,178.84687784455946,70446800
2015-07-21,178.0062713623047,178.83851309296034,177.70363917181194,178.57790281812285,77965000
2015-07-22,177.68679809570312,178.02306316478305,177.28329284000804,177.31691293331562,88667900
2015-07-23,176.68641662597656,177.9221634009919,176.3249461354128,177.82129030170896,90509100
2015-07-24,174.85385131835938,176.84617234646487,174.51759904285873,176.7873339704932,117755000
2015-07-27,173.83660888671875,174.47550595459683,173.39106899843418,173.96271306826208,132361100
2015-07-28,175.97183227539062,176.11474007174613,173.8450061302942,174.67723464008188,123544800
2015-07-29,177.18243408203125,177.40939859144004,175.9550889280942,176.0979967838263,105791300
2015-07-30,177.22445678710938,177.39258291024717,176.0475482707429,176.6696290362738,91304400
2015-07-31,176.95547485351562,177.7540836947773,176.66965911280354,177.72886541337348,103266900
2015-08-03,176.35858154296875,176.9806623060413,175.40024853494947,176.92182393541603,113965700
2015-08-04,176.013916015625,176.7452716557032,175.52634131317282,176.28291522861923,81820800
2015-08-05,176.5939483642578,177.63633787150167,176.30811988682728,176.91338410331684,85786800
2015-08-06,175.14804077148438,176.88816577293218,174.55958018599858,176.77887803667926,116030800
2015-08-07,174.81179809570312,175.13964851917603,173.90390165519338,174.9883388593581,117858000
2015-08-10,177.0142059326172,177.09826253785133,175.9297692593827,175.9297692593827,80270700
2015-08-11,175.41705322265625,176.08957049461628,174.6520646654617,175.66924880304126,126081400
2015-08-12,175.627197265625,175.81213981839997,172.63450916028293,174.1056349400482,172123700
2015-08-13,175.4086456298828,176.1568177031588,174.86221975251067,175.46748399462155,89383300
2015-08-14,176.0475311279297,176.12318595189458,175.07238175060533,175.2152895827167,72786500
2015-08-17,177.0310821533203,177.0310821533203,174.9883249450056,175.45068135857468,79072600
2015-08-18,176.51824951171875,177.10669716616857,176.28287044993883,176.75362857349867,71692700
2015-08-19,175.12286376953125,176.54354053963675,174.30743853116184,175.770150042594,172946000
2015-08-20,171.4660186767578,175.09759114202888,171.40716748741545,173.60124706148306,194327900
2015-08-21,166.30450439453125,171.44083666946375,166.04390696305836,169.5830088988704,346588500
2015-08-24,159.3019256591797,166.01025645679974,153.33335233737512,157.61223702855523,507244300
2015-08-25,157.4272918701172,164.30374867091948,157.13306155155368,164.28693221143578,369833100
2015-08-26,163.47149658203125,163.74889757430628,158.3519692985831,161.4707614867251,339257000
2015-08-27,167.51499938964844,167.64109075783887,164.10198953383542,165.62355190359648,274143900
2015-08-28,167.52340698242188,167.99416520949995,166.38013150500385,166.86770619082031,160414400
2015-08-31,166.16995239257812,167.39729720151973,165.61512476002102,166.53983748094953,163298800
2015-09-01,161.210205078125,163.73213553888283,160.33592866849605,162.34506608914504,256000400
2015-09-02,164.27012634277344,164.31216107731026,161.75659801299076,163.60601088781144,160269300
2015-09-03,164.38784790039062,166.4894567642995,163.89187128703676,164.9846976345073,152087800
2015-09-04,161.89952087402344,162.96714165978142,161.0756938748848,162.1180963830203,207081000
2015-09-08,165.96824645996094,166.11956896595208,164.0683966943548,164.71569580597907,116025700
2015-09-09,163.74891662597656,167.68313427318986,163.37904431751025,167.5570428983945,149347700
2015-09-10,164.64002990722656,165.79170736465431,163.2949952147317,163.55559263994223,158611100
2015-09-11,165.38815307617188,165.45540607358683,163.53032590077754,164.2448777745133,119691200
2015-09-14,164.7745361328125,165.6151796752369,164.28696133894206,165.56474311504383,79452000
2015-09-15,166.83409118652344,167.27963115267613,164.73248273214276,165.27889579940174,113806200
2015-09-16,168.2799835205078,168.47334073104344,166.79205399233265,167.13672085229632,99581600
2015-09-17,167.90170288085938,170.55813910640103,167.5234159158703,168.1454966503681,276046600
2015-09-18,165.15794372558594,167.887334674331,164.74389521794424,165.37765556446905,223657500
2015-09-21,166.0114288330078,167.04233388122222,164.95516150658196,165.99452494549627,105726200
2015-09-22,163.85662841796875,164.32138858494636,162.7158546348317,163.83127903557792,153890900
2015-09-23,163.59466552734375,164.49882352601284,163.01160398263207,164.02561789375017,92790600
2015-09-24,163.00318908691406,163.46794934757102,161.02585949854426,162.36942861162453,159378800
2015-09-25,162.9608917236328,164.7776659599966,162.0820702846037,164.47346052246886,155054800
2015-09-28,158.8710174560547,162.16657854689706,158.55836652025982,162.05672264237,178515900
2015-09-29,158.96397399902344,160.33290496845316,157.95840562742828,159.0907337910575,159045600
2015-09-30,161.9300079345703,162.09900812551408,160.0794255430993,160.86528223323737,163452000
2015-10-01,162.3524932861328,162.65669874696522,160.40051361824428,162.3102400205393,131079000
2015-10-02,164.7777099609375,164.80305934634347,159.8090241191479,160.3582908886843,211003300
2015-10-05,167.70986938476562,167.93802669312075,165.90154058991507,166.01139649650935,126320800
2015-10-06,167.13523864746094,168.14080692081524,166.46768355928876,167.57464934125537,110274500
2015-10-07,168.50421142578125,168.85911568814876,166.8733280243079,168.07324611913742,124307300
2015-10-08,170.02525329589844,170.31255492872296,167.81130809959026,168.1155136207836,153055200
2015-10-09,170.1266326904297,170.60828385950478,169.49287233003943,170.16888595989988,107069200
2015-10-12,170.2872314453125,170.49002656102903,169.77177236971485,170.20272488450337,56395600
2015-10-13,169.2139892578125,170.82796847959804,169.04498910075156,169.5519895719343,88038700
2015-10-14,168.4027557373047,169.73787878102706,168.10700871176206,169.15481733031265,99106200
2015-10-15,170.988525390625,170.9969708857292,168.6985326165907,169.07034070334632,134142200
2015-10-16,171.76600646972656,171.78289746682168,170.62523236515275,171.39419823137982,114580100
2015-10-19,171.8504180908203,171.8504180908203,170.80260943997638,171.11526035754952,76523900
2015-10-20,171.63075256347656,172.24760902406024,171.15754690089798,171.41105361839,78448500
2015-10-21,170.56600952148438,172.20532516308086,170.39699647725683,172.05322889593805,102038000
2015-10-22,173.44754028320312,173.65879374822921,170.56605281960265,171.52090971367645,174911700
2015-10-23,175.34881591796875,175.7206240676676,174.3263564001848,175.12911696309573,144442300
2015-10-26,174.9178466796875,175.23049764191182,174.5460385657523,175.17135338408755,69033000
2015-10-27,174.57981872558594,174.91781901540486,173.89534686379307,174.24180554188243,77905800
2015-10-28,176.56565856933594,176.59100795579292,174.25032864700142,174.91788398018454,135906700
2015-10-29,176.46421813964844,176.83602624251435,175.9403137550026,176.05861516101572,90525500
2015-10-30,175.70372009277344,176.97969923259106,175.54317829538186,176.65858985003226,131076900
2015-11-02,177.7824249267578,177.97677445992628,175.90649355405978,176.03325334047116,86270800
2015-11-03,178.2978973388672,178.855609496166,177.19937690918695,177.42753422697035,95246100
2015-11-04,177.75711059570312,178.72042585048925,177.21630225782124,178.59367893297312,96224500
2015-11-05,177.57958984375,178.28095262751887,176.68387755653873,177.8161926028668,78408700
2015-11-06,177.48670959472656,177.7233253433878,176.15159901160413,177.2332157459619,110471500
2015-11-09,175.8304901123047,177.02196278044764,174.8756202996086,176.8698535768669,131008700
2015-11-10,176.23605346679688,176.26986123503872,175.07838883528441,175.3487865117908,75874600
2015-11-11,175.5430908203125,176.5571043357608,175.47548820009843,176.5064055940706,67846000
2015-11-12,173.09259033203125,174.96852163793656,173.07569934288605,174.49531606417392,121315200
2015-11-13,171.14910888671875,172.94899261191821,171.06461523342034,172.67859486991898,153577100
2015-11-16,173.75173950195312,173.81089665908638,170.84488986534723,170.9632041796137,117645200
2015-11-17,173.625,174.951665064198,173.1264449138187,174.06441082041,121123700
2015-11-18,176.3797607421875,176.523411568513,174.064430737554,174.10667112055754,121342500
2015-11-19,176.22763061523438,176.65013751534576,175.93187062760148,176.26142549393288,88220500
2015-11-20,176.8698272705078,177.55428635009812,176.48957365894503,176.98812868063592,94011500
2015-11-23,176.66700744628906,177.43596005734491,176.20224736671582,176.928959610989,64931200
2015-11-24,176.9036102294922,177.309213165345,175.2642817091524,175.65298076196163,98874400
2015-11-25,176.87826538085938,177.23316957055357,176.61630031557266,177.0303616504918,51980100
2015-11-27,177.08106994628906,177.28387787727596,176.48956293160126,176.97121403860208,37317800
2015-11-30,176.34588623046875,177.35989994859614,176.23603033892792,177.241598563046,112822700
2015-12-01,178.0275115966797,178.14582591372434,176.70084655798703,176.97970267554646,97858400
2015-12-02,176.21067810058594,178.2978626426528,175.95717145170113,177.97675336113983,108441300
2015-12-03,173.74330139160156,176.73464480199527,173.01658895155623,176.46424706987216,166224200
2015-12-04,177.13177490234375,177.42753486697745,173.74327446875006,173.74327446875006,192913900
2015-12-07,176.05859375,177.2247037834907,175.08682034589233,176.8021969714138,102027100
2015-12-08,174.8755340576172,176.00784900653926,173.8868698505241,174.48683508416977,103372400
2015-12-09,173.5150604248047,176.3374022808651,172.53484171869007,174.23332702187946,162401500
2015-12-10,173.9629669189453,175.28118623266707,173.34611052601366,173.58271333135417,116128900
2015-12-11,170.5913848876953,172.5011113758808,170.27872102335024,171.83355616747073,211173300
2015-12-14,171.45326232910156,171.58002211138123,168.96047467088675,170.75191235480392,182385200
2015-12-15,173.25315856933594,174.16577491623602,171.42792587553578,172.97430249995932,154069600
2015-12-16,175.78817749023438,176.09238290080216,173.05878718317717,174.38545182517822,197017000
2015-12-17,173.1095428466797,176.16848894634046,173.09263895890084,176.10088628911353,173092500
2015-12-18,170.02561950683594,172.49923499760595,169.86410924727258,172.36323796327238,251393500
2015-12-21,171.42808532714844,171.60659997578716,170.0850164960366,171.20707892606183,99094300
2015-12-22,172.98373413085938,173.2812543409563,171.32615303183866,172.3207016912511,111026200
2015-12-23,175.1258544921875,175.16835923437128,173.90179055280132,173.99529579735517,110987200
2015-12-24,174.83676147460938,175.3892969650982,174.6157550607865,174.87077044327205,48539600
2015-12-28,174.4373016357422,174.47979340239544,173.3577435678803,174.13978144542108,65899900
2015-12-29,176.29885864257812,176.6303747915161,175.50832512227328,175.54232112471337,92640700
2015-12-30,175.04931640625,176.13738317809765,174.9048106794371,176.0523737055609,63317700
2015-12-31,173.2982635498047,175.01535405436593,173.2982635498047,174.36932603898117,114877900
2016-01-04,170.8755645751953,170.88406033164713,168.80995434279723,170.42504304145896,222353500
2016-01-05,171.1645965576172,171.62361390309087,170.05104270914427,171.19859255813955,110845800
2016-01-06,169.00555419921875,170.05959920999285,167.96850070946394,168.59752422347387,152112600
2016-01-07,164.9508056640625,167.8324501975802,164.55978027436933,166.03885939543875,213436100
2016-01-08,163.14022827148438,166.48090354071897,162.8512168047058,165.91987212594293,209817200
2016-01-11,163.3017120361328,164.40677019723725,161.35511985983467,164.06674531733123,187941300
2016-01-12,164.6193084716797,165.3758461216519,162.47719676645636,164.75531844643595,172330500
2016-01-13,160.5136260986328,165.63938450592894,160.1311093311951,165.29086375244307,221168900
2016-01-14,163.14871215820312,164.27927066487266,159.51903865695388,161.1256190673529,240795600
2016-01-15,159.64649963378906,160.45403751473881,157.69990777463138,158.7624610313076,324846400
2016-01-19,159.8590087890625,161.6015987078274,158.2779290391002,161.4740975064678,195244400
2016-01-20,157.81045532226562,159.38303983690642,153.87476561191795,157.2834328878049,286547800
2016-01-21,158.69454956054688,160.54763730603005,156.95195859883452,158.28653250137572,195772900
2016-01-22,161.9501953125,162.15419733044317,160.55612531717227,161.32115882571273,168319600
2016-01-25,159.5020294189453,161.63563216341868,159.30652320801218,161.44012595248554,130371700
2016-01-26,161.67813110351562,161.9586467720841,159.82504410406852,160.16505602138736,141036800
2016-01-27,159.9185791015625,162.83422009876216,159.00902694892255,161.15113874460792,185681700
2016-01-28,160.7515869140625,161.67813040981056,159.09400612565466,161.47412844854387,143798800
2016-01-29,164.6702880859375,164.80629804344488,161.40612692950128,161.5251323996644,210529300
2016-02-01,164.61080932617188,165.4013560011757,163.07223368770437,163.65876538869492,136061600
2016-02-02,161.64413452148438,163.1827098433736,161.11709918971633,163.17421408518916,182564900
2016-02-03,162.6131591796875,163.02117601399337,159.0429826956133,162.70666438865564,205054900
2016-02-04,162.86817932128906,163.84572319490363,161.47410987363068,162.11164187049803,139531800
2016-02-05,159.76553344726562,162.92769353824866,159.12800138006136,162.34967068988254,180788300
2016-02-08,157.61488342285156,158.20991059620434,155.38777615803707,157.91240349483775,191526700
2016-02-09,157.6234893798828,158.9070627911792,155.72789685569217,155.86390686772586,184513100
2016-02-10,157.4874725341797,160.09709783743972,157.35995829994746,158.45652104946018,148214100
2016-02-11,155.43885803222656,156.49291598458228,153.93427834336532,154.99683205599658,219058900
2016-02-12,158.64349365234375,158.66048516968075,156.37388090795778,157.22392371726897,127632400
2016-02-16,161.32110595703125,161.34660620091714,159.49351930189022,160.46256748142096,120250700
2016-02-17,163.95628356933594,164.3303045317381,162.36669447912675,162.49420870028695,136009500
2016-02-18,163.2847137451172,164.28777096562104,162.9702020685654,164.22826174539588,102343000
2016-02-19,163.20822143554688,163.36122291724314,161.890652470458,162.50268433849124,114793000
2016-02-22,165.57131958007812,165.7158252856684,164.72977261980512,164.79777759372215,103640300
2016-02-23,163.4802703857422,165.18035632750426,163.3612519180175,164.90833635092167,111455300
2016-02-24,164.22825622558594,164.5087718887403,160.93009918525513,162.04365310919883,150812200
2016-02-25,166.21734619140625,166.2258549197243,163.91373770551797,164.67877095804138,110728300
2016-02-26,165.83482360839844,167.1863883589324,165.67331342362607,167.0928961157715,129833700
2016-02-29,164.53424072265625,166.80385286875745,164.3387345598261,165.85180932389355,125918100
2016-03-01,168.40199279785156,168.48700227274983,165.29083279357238,165.76685472350312,141799700
2016-03-02,169.15850830078125,169.20950879079837,167.6709334790407,168.0874590985524,102415000
2016-03-03,169.82159423828125,169.83859873053098,168.40202394516794,168.98004697538678,95172200
2016-03-04,170.37405395507812,171.15610466157977,169.18399935061458,170.01703757373906,129293600
2016-03-07,170.5100555419922,170.91808536119467,169.37100148061756,169.44750220773486,100219000
2016-03-08,168.64846801757812,169.9405365650422,168.4869707984397,169.43051872280122,123974900
2016-03-09,169.48153686523438,169.83004455401937,168.67398583230596,169.4645323775349,94801200
2016-03-10,169.6175537109375,170.91813127441065,167.78147091379205,169.97458314130284,156838700
2016-03-11,172.3546905517578,172.39719529009795,169.60055990781763,171.079626225304,137964500
2016-03-14,172.13365173339844,172.59266909761354,171.51312417620792,171.8446403199807,73612000
2016-03-15,171.85313415527344,172.1591500515343,170.90109046496073,171.16460163134212,93169100
2016-03-16,172.84767150878906,173.25570132476085,171.3261008532536,171.3686055804117,129303200
2016-03-17,173.94427490234375,174.4542928368777,172.3631946611015,172.76271584366336,134278500
2016-03-18,174.62777709960938,174.96954265067944,174.13220792429374,174.44834171090955,138372400
2016-03-21,174.87557983398438,175.10627878413183,174.13223248492488,174.36293143507234,72926700
2016-03-22,174.7815704345703,175.35403491225006,173.93569611923948,174.0980262841622,97471900
2016-03-23,173.62811279296875,174.58506684104583,173.45721696650833,174.39709186195626,81052500
2016-03-24,173.5511932373047,173.58537761539546,172.37209294357834,172.59423925108732,84360900
2016-03-28,173.6537322998047,174.18347281937423,173.200887074201,173.96986608890003,62408200
2016-03-29,175.2600860595703,175.371165756783,172.93604325842742,173.24363754203526,92922900
2016-03-30,176.02906799316406,176.75532317759783,175.66165757484384,176.26830652892136,86365300
2016-03-31,175.60186767578125,176.36230730113948,175.43952443483005,175.93509373548827,94584100
2016-04-01,176.7980194091797,176.98599437743846,174.28600214019448,174.60214897091353,114423500
2016-04-04,176.2255859375,176.92622240384418,175.9179916659991,176.72115521033604,63497000
2016-04-05,174.46548461914062,176.23414206825643,174.2091538625593,174.87560600715645,99662200
2016-04-06,176.370849609375,176.43066576750343,174.2860452907181,174.46548072757975,91839800
2016-04-07,174.2603759765625,175.63600390439012,173.52556826907346,175.277146145503,113859000
2016-04-08,174.73031616210938,175.88379779187986,174.19202299654702,175.44803169117853,95040600
2016-04-11,174.3201904296875,176.0717682891146,174.22620294344935,175.3711319303355,83757500
2016-04-12,175.94358825683594,176.22555070246227,174.04675946809147,174.4910651130954,115350600
2016-04-13,177.72084045410156,177.8062883808676,176.72970186871737,176.86641333653378,96336400
2016-04-14,177.72933959960938,178.23346139280787,177.3790344696161,177.78061616651783,65212900
2016-04-15,177.53282165527344,177.86604762743096,177.2081352586769,177.72933619333557,75761600
2016-04-18,178.78028869628906,178.81446003567459,176.86636775270435,177.5328196896405,82531000
